ncm;nac;imp;est;mun
78011090;13.45;20.15;18.00;0.00
78019100;13.45;19.04;18.00;0.00
78019900;13.45;19.04;18.00;0.00
78020000;13.45;17.88;18.00;0.00
78041100;13.45;22.27;18.00;0.00
78041900;13.45;22.27;18.00;0.00
78042000;13.45;19.04;18.00;0.00
78060010;13.45;22.27;18.00;0.00
78060020;13.45;23.28;18.00;0.00
78060090;13.45;24.26;18.00;0.00
79011111;13.45;20.15;18.00;0.00
79011119;13.45;20.15;18.00;0.00
79011191;13.45;20.15;18.00;0.00
79011199;13.45;20.15;18.00;0.00
79011210;13.45;20.15;18.00;0.00
79011290;13.45;19.04;18.00;0.00
79012010;13.45;20.15;18.00;0.00
79012090;13.45;20.15;18.00;0.00
79020000;13.45;15.45;18.00;0.00
79031000;13.45;19.04;18.00;0.00
79039000;13.45;19.04;18.00;0.00
79040000;13.45;22.27;18.00;0.00
79050000;13.45;22.27;18.00;0.00
79070010;13.45;23.28;18.00;0.00
79070090;13.45;24.26;18.00;0.00
80011000;13.45;19.04;18.00;0.00
80012000;13.45;19.04;18.00;0.00
80020000;13.45;15.45;18.00;0.00
80030000;13.45;22.27;18.00;0.00
80070010;13.45;22.27;18.00;0.00
80070020;13.45;19.04;18.00;0.00
80070030;13.45;23.28;18.00;0.00
80070090;13.45;24.26;18.00;0.00
81011000;13.45;15.45;18.00;0.00
81019400;13.45;15.45;18.00;0.00
81019600;13.45;15.45;18.00;0.00
81019700;13.45;15.45;18.00;0.00
81019910;13.45;15.45;18.00;0.00
81019990;13.45;15.45;18.00;0.00
81021000;13.45;15.45;18.00;0.00
81029400;13.45;15.45;18.00;0.00
81029500;13.45;15.45;18.00;0.00
81029600;13.45;15.45;18.00;0.00
81029700;13.45;15.45;18.00;0.00
81029900;13.45;15.45;18.00;0.00
81032000;13.45;15.45;18.00;0.00
81033000;13.45;15.45;18.00;0.00
81039100;13.45;15.45;18.00;0.00
81039900;13.45;15.45;18.00;0.00
81041100;13.45;19.04;18.00;0.00
81041900;13.45;19.04;18.00;0.00
81042000;13.45;15.45;18.00;0.00
81043000;15.22;20.81;18.00;0.00
81049000;15.22;21.92;18.00;0.00
81052010;13.45;17.88;18.00;0.00
81052021;13.45;15.45;18.00;0.00
81052029;13.45;19.04;18.00;0.00
81052090;13.45;19.04;18.00;0.00
81053000;13.45;19.04;18.00;0.00
81059010;13.45;19.04;18.00;0.00
81059090;13.45;19.04;18.00;0.00
81061000;13.45;15.45;18.00;0.00
81069000;13.45;15.45;18.00;0.00
81082000;13.45;15.45;18.00;0.00
81083000;13.45;15.45;18.00;0.00
81089000;13.45;15.45;18.00;0.00
81092100;13.45;15.45;18.00;0.00
81092900;13.45;15.45;18.00;0.00
81093100;13.45;15.45;18.00;0.00
81093900;13.45;15.45;18.00;0.00
81099100;13.45;15.45;18.00;0.00
81099900;13.45;15.45;18.00;0.00
81101010;13.45;15.45;18.00;0.00
81101020;13.45;19.04;18.00;0.00
81102000;13.45;19.04;18.00;0.00
81109000;13.45;19.04;18.00;0.00
81110010;13.45;19.04;18.00;0.00
81110020;13.45;19.04;18.00;0.00
81110090;13.45;19.04;18.00;0.00
81121200;13.45;19.04;18.00;0.00
81121300;13.45;19.04;18.00;0.00
81121900;13.45;19.04;18.00;0.00
81122110;13.45;15.45;18.00;0.00
81122120;13.45;15.45;18.00;0.00
81122200;13.45;15.45;18.00;0.00
81122900;13.45;15.45;18.00;0.00
81123100;13.45;15.45;18.00;0.00
81123900;13.45;15.45;18.00;0.00
81124100;13.45;15.45;18.00;0.00
81124900;13.45;15.45;18.00;0.00
81125100;13.45;15.45;18.00;0.00
81125200;13.45;15.45;18.00;0.00
81125900;13.45;15.45;18.00;0.00
81126100;13.45;19.04;18.00;0.00
81126900;13.45;19.04;18.00;0.00
81129200;13.45;15.45;18.00;0.00
81129900;13.45;15.45;18.00;0.00
81130010;13.45;19.04;18.00;0.00
81130090;13.45;19.04;18.00;0.00
82011000;13.45;25.21;18.00;0.00
82013000;13.45;25.21;18.00;0.00
82014000;13.45;25.21;18.00;0.00
82015000;13.45;25.21;18.00;0.00
82016000;13.45;25.21;18.00;0.00
82019000;13.45;25.21;18.00;0.00
82021000;16.91;28.67;18.00;0.00
82022000;16.91;28.67;18.00;0.00
82023100;16.91;28.67;18.00;0.00
82023900;16.91;28.67;18.00;0.00
82024000;16.91;28.67;18.00;0.00
82029100;16.91;28.67;18.00;0.00
82029910;16.91;28.67;18.00;0.00
82029990;16.91;28.67;18.00;0.00
82031010;16.91;28.67;18.00;0.00
82031090;16.91;28.67;18.00;0.00
82032010;16.91;28.67;18.00;0.00
82032090;16.91;28.67;18.00;0.00
82033000;16.91;28.67;18.00;0.00
82034000;16.91;28.67;18.00;0.00
82041100;16.91;29.59;18.00;0.00
82041200;16.91;28.67;18.00;0.00
82042000;16.91;28.67;18.00;0.00
82051000;16.91;28.67;18.00;0.00
82052000;16.91;28.67;18.00;0.00
82053000;16.91;28.67;18.00;0.00
82054000;16.91;28.67;18.00;0.00
82055100;16.91;28.67;18.00;0.00
82055900;16.91;28.67;18.00;0.00
82056000;16.91;28.67;18.00;0.00
82057000;16.91;28.67;18.00;0.00
82059000;16.91;28.67;18.00;0.00
82060000;16.91;28.67;18.00;0.00
82071300;16.91;28.67;18.00;0.00
82071910;16.91;18.91;18.00;0.00
82071990;16.91;28.67;18.00;0.00
82072000;16.91;28.67;18.00;0.00
82073000;13.45;23.28;18.00;0.00
82074010;16.91;28.67;18.00;0.00
82074020;16.91;28.67;18.00;0.00
82075011;16.91;28.67;18.00;0.00
82075019;16.91;28.67;18.00;0.00
82075090;16.91;28.67;18.00;0.00
82076000;16.91;28.67;18.00;0.00
82077010;16.91;28.67;18.00;0.00
82077020;16.91;28.67;18.00;0.00
82077090;16.91;28.67;18.00;0.00
82078000;16.91;28.67;18.00;0.00
82079000;16.91;28.67;18.00;0.00
82081000;16.91;27.72;18.00;0.00
82082000;16.91;27.72;18.00;0.00
82083000;16.91;27.72;18.00;0.00
82084000;16.91;28.57;18.00;0.00
82089000;16.91;27.72;18.00;0.00
82090011;16.91;27.72;18.00;0.00
82090019;16.91;27.72;18.00;0.00
82090090;16.91;27.72;18.00;0.00
82100010;17.72;29.48;18.00;0.00
82100090;17.72;29.48;18.00;0.00
82111000;18.51;30.27;18.00;0.00
82119100;18.51;30.27;18.00;0.00
82119210;18.51;30.27;18.00;0.00
82119220;18.51;30.27;18.00;0.00
82119290;18.51;30.27;18.00;0.00
82119310;18.51;30.27;18.00;0.00
82119320;18.51;30.27;18.00;0.00
82119390;18.51;30.27;18.00;0.00
82119400;17.72;29.48;18.00;0.00
82119500;17.72;29.48;18.00;0.00
82121010;18.51;30.27;18.00;0.00
82121020;22.58;34.34;18.00;0.00
82122010;20.95;32.71;18.00;0.00
82122020;18.51;30.27;18.00;0.00
82129000;18.51;30.27;18.00;0.00
82130000;18.51;30.27;18.00;0.00
82141000;17.72;29.48;18.00;0.00
82142000;17.72;29.48;18.00;0.00
82149010;17.72;29.48;18.00;0.00
82149090;17.72;29.48;18.00;0.00
82151000;17.72;29.48;18.00;0.00
82152000;17.72;29.48;18.00;0.00
82159100;17.72;29.48;18.00;0.00
82159910;17.72;29.48;18.00;0.00
82159990;17.72;29.48;18.00;0.00
83011000;13.45;24.26;18.00;0.00
83012000;17.72;29.38;18.00;0.00
83013000;17.72;28.53;18.00;0.00
83014000;13.45;24.26;18.00;0.00
83015000;17.72;29.38;18.00;0.00
83016000;13.45;25.11;18.00;0.00
83017000;13.45;25.11;18.00;0.00
83021000;13.45;25.11;18.00;0.00
83022000;17.72;28.53;18.00;0.00
83023000;17.72;29.38;18.00;0.00
83024100;15.65;26.46;18.00;0.00
83024200;17.72;28.53;18.00;0.00
83024900;17.72;28.53;18.00;0.00
83025000;17.72;28.53;18.00;0.00
83026000;17.72;28.53;18.00;0.00
83030000;19.67;30.48;18.00;0.00
83040000;17.72;28.53;18.00;0.00
83051000;17.72;28.53;18.00;0.00
83052000;17.72;28.53;18.00;0.00
83059000;17.72;28.53;18.00;0.00
83061000;18.51;29.32;18.00;0.00
83062100;19.67;30.48;18.00;0.00
83062900;19.67;30.48;18.00;0.00
83063000;18.51;29.32;18.00;0.00
83071010;15.65;17.65;18.00;0.00
83071090;15.65;27.31;18.00;0.00
83079000;15.65;27.31;18.00;0.00
83081000;13.45;25.11;18.00;0.00
83082000;17.72;29.38;18.00;0.00
83089010;13.45;24.26;18.00;0.00
83089020;18.51;29.32;18.00;0.00
83089090;17.72;28.53;18.00;0.00
83091000;13.45;24.26;18.00;0.00
83099000;13.45;25.11;18.00;0.00
83100000;13.45;25.11;18.00;0.00
83111000;17.72;28.53;18.00;0.00
83112000;17.72;28.53;18.00;0.00
83113000;17.72;28.53;18.00;0.00
83119000;17.72;28.53;18.00;0.00
84011000;13.45;23.28;18.00;0.00
84012000;13.45;23.28;18.00;0.00
84013000;13.45;23.28;18.00;0.00
84014000;13.45;15.45;18.00;0.00
84021100;13.45;23.28;18.00;0.00
84021200;13.45;23.28;18.00;0.00
84021900;13.45;23.28;18.00;0.00
84022000;13.45;23.28;18.00;0.00
84029000;13.45;23.28;18.00;0.00
84031010;13.45;25.21;18.00;0.00
84031090;13.45;23.28;18.00;0.00
84039000;15.65;25.48;18.00;0.00
84041010;13.45;23.28;18.00;0.00
84041020;13.45;23.28;12.00;0.00
84042000;13.45;23.28;18.00;0.00
84049010;15.65;25.48;18.00;0.00
84049090;15.65;25.48;18.00;0.00
84051000;13.45;23.28;18.00;0.00
84059000;15.65;25.48;18.00;0.00
84061000;15.65;25.48;18.00;0.00
84068100;13.45;23.28;18.00;0.00
84068200;13.45;23.28;18.00;0.00
84069011;15.65;17.65;12.00;0.00
84069019;15.65;25.48;12.00;0.00
84069021;15.65;17.65;12.00;0.00
84069029;15.65;25.48;12.00;0.00
84069090;13.45;23.28;12.00;0.00
84071000;15.65;17.65;18.00;0.00
84072110;15.65;25.48;18.00;0.00
84072190;16.78;26.61;18.00;0.00
84072910;15.65;25.48;18.00;0.00
84072990;15.65;25.48;18.00;0.00
84073110;15.65;27.41;18.00;0.00
84073190;15.65;27.41;18.00;0.00
84073200;15.65;27.41;18.00;0.00
84073310;15.65;27.41;18.00;0.00
84073390;15.65;28.33;18.00;0.00
84073410;15.65;27.41;18.00;0.00
84073490;15.65;28.33;18.00;0.00
84079000;13.45;23.28;18.00;0.00
84081010;15.65;25.48;25.00;0.00
84081090;15.65;25.48;25.00;0.00
84082010;15.65;28.33;25.00;0.00
84082020;15.65;28.33;25.00;0.00
84082030;15.65;28.33;25.00;0.00
84082090;15.65;28.33;25.00;0.00
84089010;13.45;22.50;25.00;0.00
84089090;13.45;23.28;25.00;0.00
84091000;15.65;17.65;18.00;0.00
84099111;15.65;27.31;18.00;0.00
84099112;15.65;27.31;18.00;0.00
84099113;15.65;17.65;18.00;0.00
84099114;15.65;27.31;18.00;0.00
84099115;15.65;27.31;18.00;0.00
84099116;15.65;27.31;18.00;0.00
84099117;15.65;27.31;18.00;0.00
84099118;15.65;27.31;18.00;0.00
84099120;15.65;27.31;18.00;0.00
84099130;15.65;27.31;18.00;0.00
84099140;19.67;31.33;18.00;0.00
84099190;15.65;27.31;18.00;0.00
84099912;15.65;27.31;18.00;0.00
84099914;15.65;27.31;18.00;0.00
84099915;15.65;27.31;18.00;0.00
84099917;15.65;27.31;18.00;0.00
84099921;15.65;17.65;18.00;0.00
84099929;15.65;27.31;18.00;0.00
84099930;15.65;27.31;18.00;0.00
84099941;15.65;17.65;18.00;0.00
84099949;15.65;27.31;18.00;0.00
84099951;15.65;17.65;18.00;0.00
84099959;15.65;27.31;18.00;0.00
84099961;15.65;17.65;18.00;0.00
84099969;15.65;27.31;18.00;0.00
84099971;15.65;17.65;18.00;0.00
84099979;15.65;27.31;18.00;0.00
84099991;15.65;17.65;18.00;0.00
84099999;15.65;27.31;18.00;0.00
84101100;13.45;23.28;18.00;0.00
84101200;13.45;23.28;18.00;0.00
84101300;13.45;23.28;18.00;0.00
84109000;13.45;23.28;12.00;0.00
84111100;15.65;17.65;18.00;0.00
84111200;15.65;17.65;18.00;0.00
84112100;15.65;17.65;18.00;0.00
84112200;15.65;17.65;18.00;0.00
84118100;13.45;15.45;18.00;0.00
84118200;15.65;17.65;18.00;0.00
84119100;15.65;17.65;18.00;0.00
84119900;15.65;17.65;18.00;0.00
84121000;13.45;15.45;18.00;0.00
84122110;13.45;23.28;12.00;0.00
84122190;13.45;23.28;12.00;0.00
84122900;13.45;23.28;12.00;0.00
84123110;13.45;23.28;18.00;0.00
84123190;13.45;23.28;18.00;0.00
84123900;13.45;23.28;18.00;0.00
84128000;13.45;23.28;18.00;0.00
84129010;13.45;23.28;18.00;0.00
84129020;13.45;23.28;18.00;0.00
84129080;13.45;23.28;18.00;0.00
84129090;13.45;23.28;18.00;0.00
84131100;15.65;25.48;18.00;0.00
84131900;15.65;25.48;18.00;0.00
84132000;15.65;28.33;18.00;0.00
84133010;15.65;28.33;18.00;0.00
84133020;15.65;28.33;18.00;0.00
84133030;15.65;28.33;18.00;0.00
84133090;15.65;28.33;18.00;0.00
84134000;13.45;23.28;18.00;0.00
84135010;13.45;23.28;18.00;0.00
84135090;13.45;23.28;18.00;0.00
84136011;13.45;23.28;18.00;0.00
84136019;13.45;23.28;18.00;0.00
84136090;13.45;23.28;18.00;0.00
84137010;15.65;25.48;18.00;0.00
84137080;15.65;25.48;18.00;0.00
84137090;13.45;23.28;18.00;0.00
84138100;13.45;23.28;18.00;0.00
84138200;13.45;23.28;18.00;0.00
84139110;13.45;23.28;18.00;0.00
84139190;15.65;25.48;18.00;0.00
84139200;13.45;23.28;18.00;0.00
84141000;13.45;23.28;18.00;0.00
84142000;15.65;27.41;18.00;0.00
84143011;15.65;28.33;18.00;0.00
84143019;13.45;15.45;18.00;0.00
84143091;15.65;28.33;18.00;0.00
84143099;13.45;23.28;18.00;0.00
84144010;13.45;23.28;18.00;0.00
84144020;13.45;23.28;18.00;0.00
84144090;13.45;23.28;18.00;0.00
84145110;19.67;32.35;18.00;0.00
84145120;19.67;32.35;18.00;0.00
84145190;19.67;32.35;18.00;0.00
84145910;15.65;17.65;18.00;0.00
84145990;13.45;23.28;18.00;0.00
84146000;17.72;30.40;18.00;0.00
84147000;13.45;23.28;18.00;0.00
84148011;13.45;23.28;18.00;0.00
84148012;13.45;23.28;18.00;0.00
84148013;13.45;23.28;18.00;0.00
84148019;13.45;23.28;18.00;0.00
84148021;15.65;25.48;18.00;0.00
84148022;15.65;25.48;18.00;0.00
84148029;13.45;23.28;18.00;0.00
84148031;13.45;23.28;18.00;0.00
84148032;13.45;23.28;18.00;0.00
84148033;13.45;23.28;18.00;0.00
84148038;13.45;15.45;18.00;0.00
84148039;13.45;23.28;18.00;0.00
84148090;13.45;23.28;18.00;0.00
84149010;15.65;25.48;18.00;0.00
84149020;15.65;25.48;18.00;0.00
84149031;15.65;25.48;18.00;0.00
84149032;15.65;25.48;18.00;0.00
84149033;15.65;25.48;18.00;0.00
84149034;15.65;25.48;18.00;0.00
84149039;13.45;23.28;18.00;0.00
84149040;15.65;25.48;18.00;0.00
84151011;25.12;36.88;18.00;0.00
84151019;25.12;37.80;18.00;0.00
84151090;25.12;34.95;18.00;0.00
84152010;21.50;34.18;18.00;0.00
84152090;21.50;31.33;18.00;0.00
84158110;21.50;33.26;18.00;0.00
84158190;13.45;23.28;18.00;0.00
84158210;21.50;34.18;18.00;0.00
84158290;13.45;23.28;18.00;0.00
84158300;21.50;31.33;18.00;0.00
84159010;25.12;36.88;18.00;0.00
84159020;25.12;36.88;18.00;0.00
84159090;25.12;34.95;18.00;0.00
84161000;13.45;23.28;18.00;0.00
84162010;13.45;23.28;18.00;0.00
84162090;13.45;23.28;18.00;0.00
84163000;13.45;23.28;18.00;0.00
84169000;15.65;25.48;18.00;0.00
84171010;13.45;23.28;18.00;0.00
84171020;13.45;23.28;18.00;0.00
84171090;13.45;23.28;18.00;0.00
84172000;13.45;23.28;18.00;0.00
84178010;13.45;23.28;18.00;0.00
84178020;13.45;15.45;18.00;0.00
84178090;13.45;23.28;18.00;0.00
84179000;13.45;23.28;12.00;0.00
84181000;19.67;32.35;18.00;0.00
84182100;19.67;32.35;18.00;0.00
84182900;19.67;32.35;18.00;0.00
84183000;19.67;32.35;18.00;0.00
84184000;19.67;32.35;18.00;0.00
84185010;13.45;23.28;18.00;0.00
84185090;13.45;23.28;18.00;0.00
84186100;13.45;23.28;18.00;0.00
84186910;13.45;23.28;18.00;0.00
84186920;13.45;23.28;18.00;0.00
84186931;19.67;31.43;18.00;0.00
84186932;13.45;25.21;18.00;0.00
84186940;13.45;26.13;18.00;0.00
84186991;15.65;17.65;18.00;0.00
84186999;19.67;29.50;18.00;0.00
84189100;19.67;30.48;18.00;0.00
84189900;19.67;29.50;18.00;0.00
84191100;15.65;28.33;12.00;0.00
84191200;13.45;26.13;18.00;0.00
84191900;15.65;28.33;18.00;0.00
84192000;15.65;25.48;12.00;0.00
84193300;13.45;23.28;18.00;0.00
84193400;13.45;23.28;12.00;0.00
84193500;13.45;23.28;18.00;0.00
84193900;13.45;23.28;18.00;0.00
84194010;13.45;23.28;18.00;0.00
84194020;13.45;23.28;18.00;0.00
84194090;13.45;23.28;18.00;0.00
84195010;13.45;23.28;18.00;0.00
84195021;13.45;23.28;18.00;0.00
84195022;13.45;23.28;18.00;0.00
84195029;13.45;23.28;18.00;0.00
84195090;13.45;23.28;18.00;0.00
84196000;13.45;23.28;18.00;0.00
84198110;13.45;23.28;18.00;0.00
84198190;13.45;23.28;18.00;0.00
84198911;13.45;15.45;18.00;0.00
84198919;13.45;23.28;18.00;0.00
84198920;13.45;23.28;18.00;0.00
84198930;13.45;23.28;18.00;0.00
84198940;13.45;23.28;18.00;0.00
84198991;16.91;26.74;12.00;0.00
84198999;15.65;25.48;12.00;0.00
84199010;15.65;26.46;18.00;0.00
84199020;15.65;25.48;18.00;0.00
84199031;15.65;17.65;18.00;0.00
84199039;13.45;23.28;18.00;0.00
84199040;15.65;25.48;18.00;0.00
84199090;15.65;25.48;18.00;0.00
84201010;13.45;23.28;18.00;0.00
84201090;13.45;23.28;18.00;0.00
84209100;15.65;25.48;18.00;0.00
84209900;15.65;25.48;18.00;0.00
84211110;13.45;15.45;18.00;0.00
84211190;13.45;23.28;18.00;0.00
84211210;21.50;34.18;18.00;0.00
84211290;21.50;31.33;18.00;0.00
84211910;13.45;23.28;12.00;0.00
84211990;13.45;23.28;18.00;0.00
84212100;13.45;23.28;18.00;0.00
84212200;13.45;23.28;18.00;0.00
84212300;16.91;28.57;18.00;0.00
84212911;13.45;15.45;18.00;0.00
84212919;13.45;15.45;18.00;0.00
84212920;13.45;23.28;18.00;0.00
84212930;13.45;23.28;18.00;0.00
84212990;13.45;23.28;18.00;0.00
84213100;16.91;28.57;18.00;0.00
84213200;15.65;28.33;18.00;0.00
84213910;13.45;23.28;18.00;0.00
84213930;13.45;15.45;18.00;0.00
84213990;13.45;23.28;18.00;0.00
84219110;16.91;27.72;18.00;0.00
84219191;16.91;18.91;18.00;0.00
84219199;16.91;26.74;18.00;0.00
84219910;16.91;26.74;18.00;0.00
84219920;16.91;18.91;18.00;0.00
84219991;16.91;18.91;18.00;0.00
84219999;16.91;26.74;18.00;0.00
84221100;25.12;37.80;18.00;0.00
84221900;21.50;31.33;18.00;0.00
84222000;13.45;23.28;18.00;0.00
84223010;13.45;23.28;18.00;0.00
84223021;13.45;23.28;18.00;0.00
84223022;13.45;15.45;18.00;0.00
84223023;13.45;15.45;18.00;0.00
84223029;13.45;23.28;18.00;0.00
84223030;13.45;23.28;18.00;0.00
84224010;13.45;15.45;18.00;0.00
84224020;13.45;15.45;18.00;0.00
84224030;13.45;15.45;18.00;0.00
84224090;13.45;23.28;18.00;0.00
84229010;25.12;35.93;18.00;0.00
84229090;15.65;25.48;18.00;0.00
84231000;17.72;30.40;12.00;0.00
84232000;13.45;23.28;18.00;0.00
84233011;13.45;23.28;18.00;0.00
84233019;13.45;23.28;18.00;0.00
84233090;13.45;23.28;18.00;0.00
84238110;15.65;25.48;18.00;0.00
84238190;15.65;25.48;18.00;0.00
84238200;13.45;23.28;12.00;0.00
84238900;13.45;23.28;12.00;0.00
84239010;17.72;28.53;18.00;0.00
84239021;17.72;28.53;18.00;0.00
84239029;17.72;27.55;18.00;0.00
84241000;16.91;27.72;18.00;0.00
84242000;15.65;25.48;18.00;0.00
84243010;13.45;23.28;18.00;0.00
84243020;13.45;15.45;18.00;0.00
84243030;13.45;15.45;18.00;0.00
84243090;13.45;23.28;18.00;0.00
84244100;13.45;23.28;18.00;0.00
84244900;13.45;23.28;18.00;0.00
84248221;13.45;23.28;18.00;0.00
84248229;13.45;23.28;18.00;0.00
84248290;13.45;23.28;18.00;0.00
84248910;15.65;26.46;18.00;0.00
84248920;15.65;17.65;18.00;0.00
84248990;15.65;25.48;18.00;0.00
84249010;15.65;25.48;18.00;0.00
84249090;15.65;25.48;18.00;0.00
84251100;13.45;23.28;18.00;0.00
84251910;13.45;24.26;18.00;0.00
84251990;13.45;23.28;18.00;0.00
84253110;13.45;23.28;18.00;0.00
84253190;13.45;23.28;18.00;0.00
84253910;13.45;23.28;18.00;0.00
84253990;13.45;23.28;18.00;0.00
84254100;13.45;23.28;18.00;0.00
84254200;13.45;26.13;18.00;0.00
84254910;15.65;27.31;18.00;0.00
84254990;13.45;23.28;18.00;0.00
84261100;13.45;23.28;18.00;0.00
84261200;13.45;23.28;18.00;0.00
84261900;13.45;23.28;18.00;0.00
84262000;13.45;23.28;18.00;0.00
84263000;13.45;23.28;18.00;0.00
84264110;13.45;15.45;18.00;0.00
84264190;13.45;23.28;12.00;0.00
84264910;13.45;15.45;18.00;0.00
84264990;13.45;23.28;12.00;0.00
84269100;13.45;23.28;18.00;0.00
84269900;13.45;23.28;12.00;0.00
84271011;13.45;23.28;12.00;0.00
84271019;13.45;23.28;12.00;0.00
84271090;13.45;23.28;18.00;0.00
84272010;13.45;23.28;12.00;0.00
84272090;13.45;23.28;12.00;0.00
84279000;13.45;23.28;12.00;0.00
84281000;13.45;23.28;18.00;0.00
84282010;13.45;23.28;18.00;0.00
84282090;13.45;23.28;18.00;0.00
84283100;13.45;23.28;18.00;0.00
84283200;13.45;23.28;18.00;0.00
84283300;13.45;23.28;18.00;0.00
84283910;13.45;23.28;18.00;0.00
84283920;13.45;23.28;18.00;0.00
84283930;13.45;15.45;18.00;0.00
84283990;13.45;23.28;18.00;0.00
84284000;17.72;27.55;18.00;0.00
84286000;13.45;23.28;18.00;0.00
84287000;13.45;23.28;18.00;0.00
84289010;13.45;23.28;18.00;0.00
84289020;13.45;15.45;18.00;0.00
84289030;13.45;15.45;18.00;0.00
84289090;13.45;23.28;18.00;0.00
84291110;13.45;15.45;12.00;0.00
84291190;13.45;21.23;12.00;0.00
84291910;13.45;15.45;18.00;0.00
84291990;13.45;21.23;18.00;0.00
84292010;13.45;15.45;12.00;0.00
84292090;13.45;23.28;12.00;0.00
84293000;13.45;21.23;18.00;0.00
84294000;13.45;23.28;12.00;0.00
84295111;13.45;15.45;18.00;0.00
84295119;13.45;23.28;12.00;0.00
84295121;13.45;15.45;12.00;0.00
84295129;13.45;23.28;12.00;0.00
84295191;13.45;15.45;12.00;0.00
84295192;13.45;15.45;12.00;0.00
84295199;13.45;23.28;12.00;0.00
84295211;13.45;15.45;12.00;0.00
84295212;13.45;15.45;12.00;0.00
84295219;13.45;23.28;12.00;0.00
84295220;13.45;15.45;12.00;0.00
84295290;13.45;23.28;12.00;0.00
84295900;13.45;23.28;12.00;0.00
84301000;13.45;23.28;18.00;0.00
84302000;15.65;17.65;18.00;0.00
84303110;13.45;15.45;18.00;0.00
84303190;13.45;21.23;18.00;0.00
84303910;13.45;15.45;18.00;0.00
84303990;13.45;21.23;18.00;0.00
84304110;13.45;23.28;18.00;0.00
84304120;13.45;23.28;18.00;0.00
84304130;13.45;15.45;18.00;0.00
84304190;13.45;23.28;18.00;0.00
84304910;13.45;21.23;18.00;0.00
84304920;13.45;15.45;18.00;0.00
84304990;13.45;21.23;18.00;0.00
84305000;13.45;21.23;18.00;0.00
84306100;13.45;23.28;18.00;0.00
84306911;13.45;15.45;18.00;0.00
84306919;13.45;23.28;18.00;0.00
84306990;13.45;23.28;18.00;0.00
84311010;15.65;26.46;18.00;0.00
84311090;15.65;25.48;18.00;0.00
84312011;15.65;25.48;18.00;0.00
84312019;15.65;25.48;18.00;0.00
84312090;15.65;25.48;18.00;0.00
84313110;15.65;25.48;18.00;0.00
84313190;15.65;25.48;18.00;0.00
84313900;13.45;23.28;18.00;0.00
84314100;15.65;25.48;18.00;0.00
84314200;15.65;25.48;18.00;0.00
84314310;15.65;17.65;18.00;0.00
84314390;15.65;25.48;18.00;0.00
84314910;15.65;25.48;18.00;0.00
84314921;15.65;23.43;18.00;0.00
84314922;15.65;25.48;18.00;0.00
84314923;15.65;25.48;18.00;0.00
84314929;15.65;17.65;18.00;0.00
84321000;13.45;23.28;18.00;0.00
84322100;13.45;23.28;18.00;0.00
84322900;13.45;23.28;18.00;0.00
84323110;13.45;23.28;18.00;0.00
84323190;13.45;23.28;18.00;0.00
84323910;13.45;23.28;18.00;0.00
84323990;13.45;23.28;18.00;0.00
84324100;13.45;23.28;18.00;0.00
84324200;13.45;23.28;18.00;0.00
84328000;13.45;23.28;18.00;0.00
84329000;15.65;25.48;18.00;0.00
84331100;15.65;27.41;18.00;0.00
84331900;15.65;27.41;18.00;0.00
84332010;13.45;23.28;18.00;0.00
84332090;13.45;23.28;18.00;0.00
84333000;13.45;23.28;18.00;0.00
84334000;13.45;23.28;18.00;0.00
84335100;13.45;23.28;18.00;0.00
84335200;13.45;23.28;18.00;0.00
84335300;13.45;23.28;18.00;0.00
84335911;13.45;23.28;18.00;0.00
84335919;13.45;15.45;18.00;0.00
84335990;13.45;23.28;18.00;0.00
84336010;13.45;23.28;18.00;0.00
84336021;13.45;15.45;18.00;0.00
84336029;13.45;23.28;18.00;0.00
84336090;13.45;23.28;18.00;0.00
84339010;15.65;26.46;18.00;0.00
84339090;15.65;25.48;18.00;0.00
84341000;13.45;23.28;18.00;0.00
84342010;13.45;23.28;18.00;0.00
84342090;13.45;23.28;18.00;0.00
84349000;15.65;25.48;18.00;0.00
84351000;13.45;23.28;18.00;0.00
84359000;15.65;25.48;18.00;0.00
84361000;13.45;23.28;18.00;0.00
84362100;13.45;23.28;18.00;0.00
84362900;13.45;23.28;18.00;0.00
84368000;13.45;23.28;18.00;0.00
84369100;15.65;25.48;18.00;0.00
84369900;15.65;25.48;18.00;0.00
84371000;13.45;23.28;18.00;0.00
84378010;13.45;23.28;18.00;0.00
84378090;13.45;23.28;18.00;0.00
84379000;15.65;25.48;18.00;0.00
84381000;13.45;23.28;18.00;0.00
84382011;13.45;15.45;18.00;0.00
84382019;13.45;23.28;18.00;0.00
84382090;13.45;23.28;18.00;0.00
84383000;13.45;23.28;18.00;0.00
84384000;13.45;23.28;18.00;0.00
84385000;13.45;23.28;18.00;0.00
84386000;13.45;23.28;18.00;0.00
84388010;13.45;23.28;18.00;0.00
84388020;13.45;15.45;18.00;0.00
84388090;13.45;23.28;18.00;0.00
84389000;15.65;25.48;18.00;0.00
84391010;13.45;23.28;18.00;0.00
84391020;13.45;23.28;18.00;0.00
84391030;13.45;23.28;18.00;0.00
84391090;13.45;23.28;18.00;0.00
84392000;13.45;23.28;18.00;0.00
84393010;13.45;23.28;18.00;0.00
84393020;13.45;23.28;18.00;0.00
84393030;13.45;23.28;18.00;0.00
84393090;13.45;23.28;18.00;0.00
84399100;15.65;25.48;18.00;0.00
84399910;15.65;17.65;18.00;0.00
